Formatted_Date,Temp_Out,Hum_Out,Solar_Rad,Temp_In,Hum_In,Dew_In
2021-01-12 14:10:00,26.59026567453873,28.383902814895592,33.00000000008422,19.6,45.0,7.3
2021-01-12 14:15:00,26.66707970236162,28.115170844468675,33.00000000002527,19.6,45.0,7.3
2021-01-12 14:20:00,26.620123910708486,28.034551253340602,33.000000000007574,19.6,44.0,7.0
2021-01-12 14:25:00,26.606037173212545,27.31036537600218,33.000000000002274,19.4,44.0,6.9
2021-01-12 14:30:00,26.67181115196376,25.693109612800654,33.00000000000068,19.3,44.0,6.8
2021-01-12 14:35:00,26.761543345589125,25.907932883840196,33.0000000000002,19.3,44.0,6.8
2021-01-12 14:40:00,26.788463003676735,25.272379865152057,33.00000000000006,19.3,44.0,6.8
2021-01-12 14:45:00,26.72653890110302,25.081713959545617,33.000000000000014,19.3,44.0,6.8
2021-01-12 14:50:00,26.707961670330903,25.024514187863684,33.0,19.3,44.0,6.7
2021-01-12 14:55:00,26.63238850109927,25.007354256359104,33.699999999999996,19.3,43.0,6.4
2021-01-12 15:00:00,26.609716550329782,25.00220627690773,33.209999999999994,19.3,43.0,6.4
2021-01-12 15:05:00,26.462914965098932,25.00066188307232,33.76299999999999,19.3,43.0,6.4
2021-01-12 15:10:00,26.418874489529678,25.700198564921696,33.228899999999996,19.3,43.0,6.4
2021-01-12 15:15:00,26.4756623468589,25.91005956947651,33.06867,19.3,43.0,6.4
2021-01-12 15:20:00,26.56269870405767,25.973017870842952,33.020601,19.3,44.0,6.7
2021-01-12 15:25:00,26.5888096112173,25.991905361252883,33.0061803,19.2,44.0,6.6
2021-01-12 15:30:00,26.38664288336519,25.997571608375864,33.001854089999995,19.3,44.0,6.7
2021-01-12 15:35:00,26.255992865009556,25.999271482512757,33.000556227,19.3,44.0,6.8
2021-01-12 15:40:00,26.21679785950287,25.299781444753826,33.000166868099996,20.3,41.0,6.6
2021-01-12 15:45:00,26.13503935785086,25.089934433426148,33.00005006043,21.1,40.0,7.0
2021-01-12 15:50:00,25.97051180735526,25.026980330027843,33.000015018129,21.7,40.0,7.5
2021-01-12 15:55:00,26.551153542206574,24.30809409900835,33.000004505438696,22.3,40.0,8.0
2021-01-12 16:00:00,26.72534606266197,21.292428229702505,33.00000135163161,22.7,40.0,8.4
2021-01-12 16:05:00,26.70760381879859,20.38772846891075,33.00000040548948,23.0,40.0,8.7
2021-01-12 16:10:00,26.702281145639574,19.416318540673224,33.00000012164684,23.3,40.0,9.0
2021-01-12 16:15:00,26.630684343691875,19.824895562201966,33.00000003649405,23.5,40.0,9.1
2021-01-12 16:20:00,26.609205303107565,19.247468668660588,33.00000001094821,23.8,40.0,9.4
2021-01-12 16:25:00,26.462761590932267,19.074240600598174,32.30000000328446,23.9,40.0,9.5
2021-01-12 16:30:00,26.418828477279675,19.02227218017945,32.090000000985334,24.1,39.0,9.3
2021-01-12 16:35:00,26.4756485431839,19.706681654053835,32.0270000002956,25.0,37.0,9.3
2021-01-12 16:40:00,26.562694562955173,26.4,32.008100000088675,26.8,36.0,10.5
2021-01-12 16:45:00,26.588808368886554,26.7,32.0024300000266,28.1,35.0,11.2
2021-01-12 16:50:00,26.386642510665965,27.0,32.00072900000798,28.9,34.0,11.5
2021-01-12 16:55:00,26.255992753199788,27.3,32.00021870000239,29.5,32.0,11.1
2021-01-12 17:00:00,26.216797825959937,27.6,32.00006561000072,29.8,32.0,11.4
2021-01-12 17:05:00,26.13503934778798,27.9,32.00001968300021,30.1,32.0,11.6
2021-01-12 17:10:00,25.970511804336393,28.2,32.000005904900064,30.2,26.0,8.5
2021-01-12 17:15:00,27.801866223133594,28.5,32.00000177147002,29.2,28.0,8.8
2021-01-12 17:30:00,27.730559866940077,29.0,48.0,28.2,30.0,8.9
2021-01-12 17:35:00,27.639167960082023,29.0,56.0,27.6,28.0,7.4
2021-01-12 17:40:00,27.471750388024603,29.0,56.0,27.0,29.0,7.4
2021-01-12 17:45:00,27.35152511640738,30.0,51.0,26.5,30.0,7.5
